"t_pred","a_pred","t_attr","area","term","resp_id","a_attr","t_expand","a_expand","term_factor"
"1","1",NA,"3","SYR2","SD88083",NA,"1","1","5"
"1","2",NA,"2","SYR2","SD08250",NA,"1","1","5"
"1","1",NA,"1","SYR2","SD07090",NA,NA,NA,"5"
"1","0",NA,"1","SYR2","SD02794",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD13853",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD39208",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD10672",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD19595",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD15953",NA,"0","0","5"
"2","0",NA,"1","SYR2","SD79028",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD55765",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD14830",NA,"0","1","5"
"1","1",NA,"2","SYR2","SD80553",NA,"1",NA,"5"
"1","1",NA,"3","SYR2","SD42969",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD05960",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD49197",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD05433",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD75506",NA,"0","1","5"
"1","0",NA,"2","SYR2","SD73574",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD19386",NA,"0","0","5"
"1","2",NA,"2","SYR2","SD55991",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD81949",NA,"1","0","5"
"1","0",NA,"1","SYR2","SD39250",NA,"1","0","5"
"0","0",NA,"2","SYR2","SD78426",NA,"0","0","5"
"1","2",NA,"3","SYR2","SD22248",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD66244",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD60508",NA,"0","0","5"
NA,NA,NA,"2","SYR2","SD24064",NA,NA,NA,"5"
"1","0",NA,"3","SYR2","SD21661",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD34469",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD05288",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD74219",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD19324",NA,NA,NA,"5"
"1","0",NA,"1","SYR2","SD58290",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD08512",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD40271",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD23460",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD74284",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD04470",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD13471",NA,"1","1","5"
"1","1",NA,"3","SYR2","SD49450",NA,"1","0","5"
"1","1",NA,"3","SYR2","SD13534",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD41530",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD81625",NA,NA,NA,"5"
"1","2",NA,"1","SYR2","SD37294",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD13099",NA,"1","0","5"
"1","0",NA,"2","SYR2","SD87738",NA,"0","1","5"
"1","1",NA,"3","SYR2","SD61724",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD82624",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD74047",NA,"1","1","5"
NA,NA,NA,"2","SYR2","SD96489",NA,NA,NA,"5"
"2","0",NA,"1","SYR2","SD29340",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD04687",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD36486",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD52850",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD48972",NA,"1","1","5"
"0","0",NA,"1","SYR2","SD36894",NA,NA,NA,"5"
"1","0",NA,"1","SYR2","SD63315",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD41357",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD81228",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD90308",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD01811",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD29700",NA,"1","1","5"
"0","0",NA,"3","SYR2","SD18451",NA,NA,NA,"5"
"1","1",NA,"1","SYR2","SD03151",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD22781",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD70458",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD87273",NA,NA,NA,"5"
"1","0",NA,"3","SYR2","SD64638",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD59583",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD66124",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD23150",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD39093",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD72217",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD39547",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD78285",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD24708",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD37147",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD29624",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD02384",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD84305",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD30807",NA,"1","0","5"
"0","0",NA,"2","SYR2","SD09230",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD00555",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD78645",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD26796",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD64475",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD89978",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD41605",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD86014",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD27291",NA,"1","1","5"
"1","1",NA,"2","SYR2","SD28679",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD69802",NA,"1","0","5"
"1","1",NA,"3","SYR2","SD54712",NA,"1","1","5"
"0","0",NA,"2","SYR2","SD77170",NA,NA,"0","5"
"0","0",NA,"2","SYR2","SD09380",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD54585",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD38771",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD16850",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD99546",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD09526",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD79869",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD55837",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD87035",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD38316",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD14528",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD57429",NA,NA,"0","5"
"1","1",NA,"3","SYR2","SD57961",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD36632",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD08745",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD57650",NA,"1","1","5"
"0","0",NA,"2","SYR2","SD83666",NA,"1","0","5"
"1","0",NA,"2","SYR2","SD20822",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD69320",NA,"1","0","5"
"1","0",NA,"1","SYR2","SD23096",NA,"1","0","5"
"1","1",NA,"2","SYR2","SD14119",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD30666",NA,"0","0","5"
"2","2",NA,"2","SYR2","SD37112",NA,"0","1","5"
"0","0",NA,"1","SYR2","SD08148",NA,"0","0","5"
"2","2",NA,"3","SYR2","SD92661",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD86276",NA,"0","0","5"
"0","1",NA,"2","SYR2","SD87549",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD21070",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD40011",NA,"0","0","5"
"2","2",NA,"1","SYR2","SD79485",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD15943",NA,"0","0","5"
"2","2",NA,"1","SYR2","SD72634",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD27715",NA,"0","1","5"
"0","0",NA,"2","SYR2","SD17519",NA,"0","1","5"
"0","0",NA,"2","SYR2","SD26107",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD18917",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD92906",NA,NA,"0","5"
"1","0",NA,"1","SYR2","SD29287",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD90549",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD86978",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD17507",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD80455",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD83174",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD97988",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD25718",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD67671",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD60327",NA,NA,NA,"5"
"1","0",NA,"2","SYR2","SD20111",NA,"1","0","5"
"1","0",NA,"1","SYR2","SD18763",NA,NA,"1","5"
"1","1",NA,"2","SYR2","SD83298",NA,"0","0","5"
"2","0",NA,"2","SYR2","SD13375",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD14889",NA,"0","1","5"
"1","1",NA,"3","SYR2","SD38662",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD92283",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD28433",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD07054",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD80945",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD81193",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD17132",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD39459",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD95079",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD17208",NA,"1","1","5"
"2","0",NA,"3","SYR2","SD78061",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD00102",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD16693",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD28309",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD54593",NA,"1","1","5"
"0","0",NA,"1","SYR2","SD63730",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD50699",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD42493",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD28361",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD27551",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD82570",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD29602",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD68097",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD74354",NA,"0","0","5"
NA,NA,NA,"2","SYR2","SD12106",NA,NA,NA,"5"
"1","0",NA,"2","SYR2","SD38175",NA,"1","0","5"
"1","0",NA,"3","SYR2","SD42320",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD40787",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD40206",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD45714",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD44337",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD01160",NA,NA,NA,"5"
"1","0",NA,"1","SYR2","SD84268",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD18387",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD98373",NA,NA,NA,"5"
"1","0",NA,"3","SYR2","SD76472",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD61907",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD80029",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD98402",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD58654",NA,"0","0","5"
"0","1",NA,"1","SYR2","SD37130",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD45239",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD23355",NA,"0","0","5"
"2","0",NA,"1","SYR2","SD61875",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD13247",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD89398",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD27895",NA,"1","1","5"
"0","0",NA,"2","SYR2","SD00951",NA,"0","0","5"
"0","1",NA,"1","SYR2","SD88989",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD62059",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD11347",NA,"1","1","5"
"0","0",NA,"2","SYR2","SD62969",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD90664",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD98674",NA,NA,NA,"5"
"1","1",NA,"2","SYR2","SD42977",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD29918",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD05620",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD53210",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD20478",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD60349",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD89723",NA,"0","1","5"
"1","1",NA,"2","SYR2","SD81183",NA,"0","1","5"
"1","1",NA,"2","SYR2","SD74213",NA,"1","0","5"
"1","1",NA,"3","SYR2","SD26044",NA,"0",NA,"5"
"1","0",NA,"3","SYR2","SD41114",NA,"0","1","5"
"0","0",NA,"2","SYR2","SD48198",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD41831",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD75270",NA,NA,"1","5"
"0","0",NA,"1","SYR2","SD89448",NA,"0","1","5"
"1","1",NA,"3","SYR2","SD85414",NA,NA,"0","5"
NA,NA,"2","1","FYR3","SD00555",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD00999",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD01038",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD01212",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD01715",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD01811",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD01856",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD02384",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD02794",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD03402",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD03765",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD04150",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD04687",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD05083",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD05389",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD05433",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD05924",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD06378",NA,NA,NA,"6"
NA,NA,NA,"1","FYR3","SD06673",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD06760",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD07090",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD08148",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD08510",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD08745",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD09095",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD09297",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD09366",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD09380",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD09678",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD09712",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD10672",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD10751",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD10768",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD11795",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD12546",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD13247",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD13375",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD13471",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD13573",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD13593",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD14743",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD15943",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD15953",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD16115",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD16248",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD16471",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD16910",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD17208",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD17507",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD18451",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD18804",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD18874",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD18965",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD19265",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD19385",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD19386",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD19418",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD19595",NA,NA,NA,"6"
NA,NA,NA,"1","FYR3","SD19768",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD19789",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD19971",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD20983",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD21250",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD21945",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD22248",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD23150",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD23460",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD24231",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD24579",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD25028",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD25730",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD26107",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD26182",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD26631",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD26796",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD27291",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD27335",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD27715",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD27895",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD27942",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD28246",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD28309",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD28361",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD28433",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD28494",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD28668",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD29287",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD29335",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD29459",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD29602",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD29624",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD29918",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD29992",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD30032",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD30536",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD30736",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD30807",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD31679",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD33058",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD33386",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD33534",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD33784",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD34092",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD34433",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD34533",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD35428",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD35547",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD36033",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD36215",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD36408",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD36894",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD37112",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD37294",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD37564",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD38316",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD38605",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD38662",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD38771",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD38910",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD39195",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD39208",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD39459",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD39547",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD39873",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD40649",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD40673",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD40787",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD41199",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD41263",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD41530",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD42320",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD42380",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD42558",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD42969",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD42977",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD42982",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD43727",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD43842",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD44511",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD44655",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD44891",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD45097",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD45395",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD45410",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD45714",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD46345",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD46916",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD47132",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD47164",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD47554",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD48791",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD48843",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD48972",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD49450",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD49648",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD49908",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD50412",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD50819",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD51032",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD51071",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD51600",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD52003",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD52760",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD53210",NA,NA,NA,"6"
NA,NA,"2","2","FYR3","SD53683",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD53855",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD53891",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD54585",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD54712",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD55114",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD55169",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD55230",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD55288",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD55333",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD55399",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD55765",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD55831",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD55837",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD55991",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD57009",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD57083",NA,NA,NA,"6"
NA,NA,"2","1","FYR3","SD57379",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD57429",NA,NA,NA,"6"
NA,NA,NA,"3","FYR3","SD57961",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD59411",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD60156",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD60327",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD60508",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD61420",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD61875",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD62059",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD62571",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD63315",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD64285",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD64375",NA,NA,NA,"6"
NA,NA,"0","3","FYR3","SD64638",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD64822",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD65292",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD65519",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD65827",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD65848",NA,NA,NA,"6"
NA,NA,"0","2","FYR3","SD66279",NA,NA,NA,"6"
NA,NA,"2","3","FYR3","SD67240",NA,NA,NA,"6"
NA,NA,"0","1","FYR3","SD67282",NA,NA,NA,"6"
