"t_pred","a_pred","t_attr","area","term","resp_id","a_attr","t_expand","a_expand","term_factor"
NA,NA,"0","1","FYR2","SD01811","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD01856","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD02384","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD02438","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD02464","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD03496","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD03765","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD04150","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD04687","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD05288","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD05389","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD05433","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD05620","2",NA,NA,"4"
NA,NA,"0","1","FYR2","SD06364","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD06410","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD06448","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD07054","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD07090","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD08027","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD08146","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD08148","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD08160","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD08831","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD08965","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD09095","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD09230","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD09297","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD09380","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD09526","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD09712","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD09995","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD10672","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD10922","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD11032","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD11275","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD11347","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD12106","1",NA,NA,"4"
NA,NA,NA,"2","FYR2","SD12117",NA,NA,NA,"4"
NA,NA,"1","2","FYR2","SD12155","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD12366","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD13247","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD13321","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD13375","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD13533","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD13534","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD13538","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD13573","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD14290","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD14326","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD14361","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD14528","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD14889","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD15252","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD15943","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD15953","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD16186","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD16471","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD16693","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD17208","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD17491","0",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD17507",NA,NA,NA,"4"
NA,NA,"0","1","FYR2","SD18165","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD18763","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD18874","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD18917","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD19109","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD19184","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD19201","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD19385","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD19386","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD19418","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD19595","2",NA,NA,"4"
NA,NA,"0","1","FYR2","SD19768","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD19878","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD19883","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD20195","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD20261","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD20478","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD21578","0",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD21661",NA,NA,NA,"4"
NA,NA,"0","2","FYR2","SD21784","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD21812","0",NA,NA,"4"
NA,NA,"0",NA,"FYR2","SD21934","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD22083","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD22248","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD22419","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD22781","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD23096","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD23150","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD23460","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD23503","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD23738","0",NA,NA,"4"
NA,NA,NA,"2","FYR2","SD24909",NA,NA,NA,"4"
NA,NA,"0","2","FYR2","SD25028","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD25718",NA,NA,NA,"4"
NA,NA,"1",NA,"FYR2","SD25947","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD26092","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD26168","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD26631","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD26774","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD27164","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD27291","1",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD27425",NA,NA,NA,"4"
NA,NA,"1","3","FYR2","SD27551","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD27715","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD28309","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD28361","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD28433","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD28494","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD28668","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD28880","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD29287","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD29602","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD29624","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD29918","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD30521","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD30536","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD30617","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD30666","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD30736","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD30807","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD30886","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD30940","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD31154","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD31314","1",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD31809",NA,NA,NA,"4"
NA,NA,"0","1","FYR2","SD32101","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD33058","2",NA,NA,"4"
NA,NA,"1","2","FYR2","SD33681","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD33766","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD33784","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD34469","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD35275","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD35428","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD35679","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD36408","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD36632","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD37073","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD37112","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD37147","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD37261","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD37294","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD38316","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD38605","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD38771","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD39093","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD39179","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD39208","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD39459","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD39496","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD39547","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD39879","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD40070","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD40206","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD40649","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD40787","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD41199","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD41357","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD41530","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD41605","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD41749","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD41831","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD41901","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD42933","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD42982","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD43842","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD44090","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD44337","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD45032","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD45103","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD45239","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD45356","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD45833","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD46129","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD46942","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD47047","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD47554","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD48044","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD48843","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD49197","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD49249","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD49450",NA,NA,NA,"4"
NA,NA,"1","3","FYR2","SD49605","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD49756","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD49908","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD50122","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD50412","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD50600","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD50699","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD51309","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD51600","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD52732","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD53210","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD53582","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD53891","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD54198","2",NA,NA,"4"
NA,NA,"0","1","FYR2","SD54408","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD54585","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD54712","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD55114","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD55765","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD55837","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD55991","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD56571","0",NA,NA,"4"
NA,NA,NA,"1","FYR2","SD56880",NA,NA,NA,"4"
NA,NA,"1","1","FYR2","SD57278","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD57429","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD57961","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD58197","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD58654","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD58760","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD58845","0",NA,NA,"4"
NA,NA,NA,"2","FYR2","SD58883",NA,NA,NA,"4"
NA,NA,"0","1","FYR2","SD59549","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD59648","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD60108","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD60156","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD60327","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD60335","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD60349","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD60889","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD61724","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD61843","1",NA,NA,"4"
NA,NA,NA,"1","FYR2","SD61907","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD62059","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD62265","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD62519","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD62571","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD63315","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD63540","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD63853","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD64375","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD64475","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD64638","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD65818","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD65971","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD66018","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD66124","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD67198","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD67240","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD67671","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD67893",NA,NA,NA,"4"
NA,NA,"0","1","FYR2","SD68058","0",NA,NA,"4"
NA,NA,"1",NA,"FYR2","SD68117","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD68212","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD68471","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD69509","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD69565","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD69802","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD70457","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD70804","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD70844","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD70861","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD71016","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD71291","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD71318","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD71845","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD72082","2",NA,NA,"4"
NA,NA,"1","2","FYR2","SD72089","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD72121","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD72217","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD72313","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD74284","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD74354","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD74808","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD74845","2",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD75270","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD75506","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD76472","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD76477","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD77170","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD78426","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD78645","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD78783","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD79028","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD79485","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD79627","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD79653","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD79727","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD79869","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD80029","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD80519","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD80553","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD80764","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD81183","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD81193","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD81228","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD81373","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD81625","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD82624","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD82637","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD83277","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD83298","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD83344","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD83781","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD84305","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD84467","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD84492","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD85414","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD85463","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD85899","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD86014","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD86425","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD87133","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD87447","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD87549","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD87738","0",NA,NA,"4"
NA,NA,NA,"2","FYR2","SD88064",NA,NA,NA,"4"
NA,NA,NA,NA,"FYR2","SD88392","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD88636","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD88898","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD88943","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD88989","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD88992","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD89102","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD89398","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD89448","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD89723","1",NA,NA,"4"
NA,NA,"1","2","FYR2","SD90308","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD90337",NA,NA,NA,"4"
NA,NA,"0","3","FYR2","SD90549","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD90664","1",NA,NA,"4"
NA,NA,"1","1","FYR2","SD90749","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD90754","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD90878","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD91135","0",NA,NA,"4"
NA,NA,"1","1","FYR2","SD91231","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD91897","1",NA,NA,"4"
NA,NA,"0","1","FYR2","SD92217","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD94316","1",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD94346","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD95079","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD95133","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD95284","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD95551","0",NA,NA,"4"
NA,NA,"1","3","FYR2","SD95583","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD95830","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD95962","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD96104","0",NA,NA,"4"
NA,NA,"0","3","FYR2","SD96351","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD96489","0",NA,NA,"4"
NA,NA,"0","2","FYR2","SD96547","0",NA,NA,"4"
NA,NA,"0","1","FYR2","SD96683","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD97146","1",NA,NA,"4"
NA,NA,"1","3","FYR2","SD97570","1",NA,NA,"4"
NA,NA,"0","2","FYR2","SD97796","0",NA,NA,"4"
NA,NA,"1","2","FYR2","SD97803","1",NA,NA,"4"
NA,NA,"0","3","FYR2","SD98402","0",NA,NA,"4"
NA,NA,NA,"3","FYR2","SD98427",NA,NA,NA,"4"
"1","0",NA,"3","SYR2","SD16485",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD20261",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD04383",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD97803",NA,"0","0","5"
"1","1",NA,"1","SYR2","SD37261",NA,"1","1","5"
"1","0",NA,"3","SYR2","SD01856",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD68212",NA,NA,"1","5"
"1","0",NA,"3","SYR2","SD63540",NA,"0","1","5"
"1","0",NA,"2","SYR2","SD94316",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD19483",NA,"1","1","5"
"1","1",NA,"2","SYR2","SD72082",NA,"0","0","5"
"2","0",NA,"1","SYR2","SD23503",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD89513",NA,NA,"0","5"
"1","2",NA,"2","SYR2","SD75387",NA,NA,NA,"5"
"1","0",NA,"2","SYR2","SD60156",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD00154",NA,"1","1","5"
"1","1",NA,"1","SYR2","SD49908",NA,NA,"1","5"
"1","1",NA,"2","SYR2","SD98974",NA,"0","1","5"
"0","0",NA,"2","SYR2","SD31154",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD15890",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD41450",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD28241",NA,NA,"0","5"
"0","1",NA,"3","SYR2","SD84647",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD06410",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD94346",NA,NA,"1","5"
"0","0",NA,"2","SYR2","SD38624",NA,"0","0","5"
"0","0",NA,"2","SYR2","SD38605",NA,"0","0","5"
"2","0",NA,"3","SYR2","SD59340",NA,"0","0","5"
"0","0",NA,"3","SYR2","SD30536",NA,NA,"0","5"
"1","0",NA,"3","SYR2","SD45103",NA,"0","0","5"
"2","0",NA,"3","SYR2","SD25179",NA,NA,NA,"5"
"0","0",NA,"2","SYR2","SD20195",NA,"0","1","5"
NA,NA,NA,"3","SYR2","SD92081",NA,NA,NA,"5"
"0","0",NA,"3","SYR2","SD88943",NA,"1","0","5"
"1","1",NA,"3","SYR2","SD66278",NA,NA,NA,"5"
"0","0",NA,"2","SYR2","SD42982",NA,"1","1","5"
"1","1",NA,"3","SYR2","SD49249",NA,"1","1","5"
"1","0",NA,"1","SYR2","SD71845",NA,"0","1","5"
"1","0",NA,"1","SYR2","SD55399",NA,"0","1","5"
"2","2",NA,"1","SYR2","SD41749",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD83112",NA,"1","1","5"
"0","0",NA,"3","SYR2","SD85463",NA,NA,"0","5"
"1","0",NA,"3","SYR2","SD26806",NA,"0","0","5"
"1","2",NA,"1","SYR2","SD71318",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD19883",NA,"0","1","5"
"1","0",NA,"3","SYR2","SD72313",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD01038",NA,"0","0","5"
"1","1",NA,"3","SYR2","SD95962",NA,"1","0","5"
"1","1",NA,"1","SYR2","SD44090",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD77158",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD25028",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD50412",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD71016",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD80519",NA,"0","1","5"
"1","0",NA,"2","SYR2","SD99419",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD62571",NA,"0","0","5"
"1","1",NA,"2","SYR2","SD04150",NA,"1","0","5"
"1","1",NA,"2","SYR2","SD85441",NA,"0","0","5"
"1","0",NA,"2","SYR2","SD18874",NA,"0","1","5"
"1","1",NA,"3","SYR2","SD40649",NA,"0","0","5"
"0","0",NA,"1","SYR2","SD71291",NA,"1","1","5"
"1","2",NA,"1","SYR2","SD05389",NA,"1","1","5"
"1","1",NA,"2","SYR2","SD67300",NA,"0","1","5"
"2","0",NA,"2","SYR2","SD26631",NA,"1","1","5"
"1","0",NA,"2","SYR2","SD53683",NA,"1",NA,"5"
"1","1",NA,"2","SYR2","SD41199",NA,"1","0","5"
"1","0",NA,"3","SYR2","SD67240",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD29992",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD57413",NA,"1","0","5"
"1","0",NA,"1","SYR2","SD57278",NA,"0","0","5"
NA,NA,NA,"2","SYR2","SD09297",NA,NA,NA,"5"
"1","1",NA,"1","SYR2","SD30736",NA,"0","0","5"
"1","0",NA,"1","SYR2","SD05810",NA,"0","0","5"
"1","0",NA,"3","SYR2","SD08146",NA,"1","0","5"
